project,change_id,patchset_count,old_patchset,new_patchset,old_message_clean,new_message_clean
libreoffice,core~205456,15,10,11,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

P.S. No attempt was made to 'fix' regressed ODT files.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

P.S. No attempt was made to 'fix' regressed ODT files.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing

The VCL test is hit because the .fodt has no config:config-item,
so it picks up the new default.
This is a reference field with 1.15 line spacing and 96pt font.
make CppunitTest_vcl_pdfexport \
CPPUNIT_TEST_NAME=testTdf142806"
libreoffice,core~205456,15,11,12,"tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

P.S. No attempt was made to 'fix' regressed ODT files.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing

The VCL test is hit because the .fodt has no config:config-item,
so it picks up the new default.
This is a reference field with 1.15 line spacing and 96pt font.
make CppunitTest_vcl_pdfexport \
CPPUNIT_TEST_NAME=testTdf142806","tdf#172169 sw ms import: line portion IsUsedToCalcLineSpacingHeight

Most of this patch is just No-Functional-Change cleanup/renaming.
The only change is the new function IsUsedToCalcLineSpacingHeight.

This fixes (only for non-ODF formats and new documents)
a LO 7.1 regression from
commit d336e6c26012255015d3fc0caf8e7fafe14bd8f2
which caused intra-paragraph line-spacing calculations
to ignore the size of most non-plain-text content.

Specifically broken for both ODT and Microsoft formats
were things like fields, content controls, and FieldMarkCheckboxes.

But that 'regression' also had some 'good' results.
Things that it accidentally fixed (in terms of Microsoft interop)
were Tabstops, Hidden text, and Footnote/Endnote markers.

P.S. No attempt was made to 'fix' regressed ODT files.

SAFETY FACTOR: Very safe
It fixes MS formats - and doesn't affect previous ODT files.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing

The VCL test is hit because the .fodt has no config:config-item,
so it picks up the new default.
This is a reference field with 1.15 line spacing and 96pt font.
make CppunitTest_vcl_pdfexport CPPUNIT_TEST_NAME=testTdf142806"
libreoffice,core~205814,8,1,2,"introduce compat flag MS_WORD_LINE_SPACING

To be squashed into some other commit

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_intraLinespacing","introduce compat flag MS_WORD_LINE_SPACING

To be squashed into some other commit"
libreoffice,core~205814,8,2,3,"introduce compat flag MS_WORD_LINE_SPACING

To be squashed into some other commit","tdf#172113 sw line spacing: introduce LINE_SPACING_AS_GAP_BELOW

Currently, line spacing is a totally inconsistent
non-interoperable mess.

LO 7.1 introduced radical changes
without a compat flag, and without handling edge cases,
so inconsistencies and unpredictabilities abound.

The ODF (and DOCX) specifications say nothing
about how line-spacing should be implemented.

This LO 27.2 patch introduces a new compat flag
which will be utilized by succeeding patches.

Things which will be fixed:
1.) Consistently place the gap below the line.
Currently this is only done for the last line (by the first line).
The other lines place their gap above the line.

2.) Also use the first line to define a gap.
Currently the last line defines two gaps (above and below),
while the first line doesn't define any.

3.) Consistently define the gap height for all lines.
Currently the last line's gap depends on the tallest 'anything'
while the other other gaps are (supposedly - since LO 7.1)
determined only by TextPortions.

4.) Predictably define the gap height.
-don't give special advantage to the first portion
-don't ignore text-like content (fields, bidi, etc.)
-resolve various implementation errors

5.) Be highly interoperable with MS formats
Currently our line spacing doesn't look anything
like how MS Word shows it."
libreoffice,core~205814,8,3,4,"tdf#172113 sw line spacing: introduce LINE_SPACING_AS_GAP_BELOW

Currently, line spacing is a totally inconsistent
non-interoperable mess.

LO 7.1 introduced radical changes
without a compat flag, and without handling edge cases,
so inconsistencies and unpredictabilities abound.

The ODF (and DOCX) specifications say nothing
about how line-spacing should be implemented.

This LO 27.2 patch introduces a new compat flag
which will be utilized by succeeding patches.

Things which will be fixed:
1.) Consistently place the gap below the line.
Currently this is only done for the last line (by the first line).
The other lines place their gap above the line.

2.) Also use the first line to define a gap.
Currently the last line defines two gaps (above and below),
while the first line doesn't define any.

3.) Consistently define the gap height for all lines.
Currently the last line's gap depends on the tallest 'anything'
while the other other gaps are (supposedly - since LO 7.1)
determined only by TextPortions.

4.) Predictably define the gap height.
-don't give special advantage to the first portion
-don't ignore text-like content (fields, bidi, etc.)
-resolve various implementation errors

5.) Be highly interoperable with MS formats
Currently our line spacing doesn't look anything
like how MS Word shows it.","tdf#172113 sw line spacing: introduce LINE_SPACING_AS_GAP_BELOW

Currently, line spacing is a totally inconsistent and
non-interoperable mess.

LO 7.1 introduced radical changes
without a compat flag, and without handling edge cases,
so inconsistencies and unpredictabilities abound.

The ODF (and DOCX) specifications say nothing
about how line-spacing ought to be implemented.

This LO 27.2 patch introduces a new compat flag
which will be utilized by succeeding patches.

Things which will be fixed:
1.) Consistently place the gap below the line.
Currently this is only done for the last line (by the first line).
The other lines place their gap above the line.

2.) Also use the first line to define a gap.
Currently the last line defines two gaps (above and below),
while the first line doesn't define any.

3.) Consistently define the gap height for all lines.
Currently the last line's gap depends on the tallest 'anything'
while the other line's gaps are (supposedly - since LO 7.1)
determined only by TextPortions.

4.) Predictably define the gap height.
-don't give special advantage to the first portion
-don't ignore text-like content (fields, MultiPortions, etc.)
-resolve various implementation errors

5.) Be highly interoperable with MS formats
Currently our line spacing doesn't look anything
like how MS Word shows it."
libreoffice,core~205814,8,4,5,"tdf#172113 sw line spacing: introduce LINE_SPACING_AS_GAP_BELOW

Currently, line spacing is a totally inconsistent and
non-interoperable mess.

LO 7.1 introduced radical changes
without a compat flag, and without handling edge cases,
so inconsistencies and unpredictabilities abound.

The ODF (and DOCX) specifications say nothing
about how line-spacing ought to be implemented.

This LO 27.2 patch introduces a new compat flag
which will be utilized by succeeding patches.

Things which will be fixed:
1.) Consistently place the gap below the line.
Currently this is only done for the last line (by the first line).
The other lines place their gap above the line.

2.) Also use the first line to define a gap.
Currently the last line defines two gaps (above and below),
while the first line doesn't define any.

3.) Consistently define the gap height for all lines.
Currently the last line's gap depends on the tallest 'anything'
while the other line's gaps are (supposedly - since LO 7.1)
determined only by TextPortions.

4.) Predictably define the gap height.
-don't give special advantage to the first portion
-don't ignore text-like content (fields, MultiPortions, etc.)
-resolve various implementation errors

5.) Be highly interoperable with MS formats
Currently our line spacing doesn't look anything
like how MS Word shows it.","tdf#172113 sw line spacing: introduce LINE_SPACING_AS_GAP_BELOW

Currently, line spacing is a totally inconsistent and
non-interoperable mess.

LO 7.1 introduced radical changes
without a compat flag, and without handling edge cases,
so inconsistencies and unpredictabilities abound.

The ODF (and DOCX) specifications say nothing
about how line-spacing ought to be implemented.

This LO 27.2 patch introduces a new compat flag
which will be utilized by succeeding patches.

Things which will be fixed:
1.) Consistently place the gap below the line.
Currently this is only done for the last line (by the first line).
The other lines place their gap above the line.

2.) Also use the first line to define a gap.
Currently the last line defines two gaps (above and below),
while the first line doesn't define any.

3a.) Consistently define the gap height for all lines.
Currently the last line's gap depends on the tallest 'anything'
while the other line's gaps are (supposedly - since LO 7.1)
determined only by TextPortions.

3b.) Predictably define the gap height.
-don't give special advantage to the first portion
-don't ignore text-like content (fields, MultiPortions, etc.)
-resolve various implementation errors

4.) Be highly interoperable with MS formats
Currently our line spacing doesn't look anything
like how MS Word shows it."
libreoffice,core~205670,7,1,2,"tdf#172 sw line spacing: SwFootnotePortion != IsTextFrame

Since the footnote marker in the text run
is not considered to be IsTextFrame or InTextGrp,
it doesn't affect either LO or MSO line spacing
and thus should not set m_nLineSpacingBaseHeight.

make CppunitTest_sw_ooxmlexport16 \
CPPUNIT_TEST_NAME=testTdf141231_arabicHebrewNumbering","tdf#172169 sw line spacing: SwFootnotePortion != IsTextFrame

This odd bug is even seen prior to the 7.1 changes.

Since the footnote marker in the text run
is not considered to be IsTextFrame or InTextGrp,
it doesn't affect either LO or MSO line spacing
and thus should not set m_nLineSpacingBaseHeight.

I caught this when
make CppunitTest_sw_ooxmlexport16 \
CPPUNIT_TEST_NAME=testTdf141231_arabicHebrewNumbering
did not match a debug that walked through the portions
and found the highest value didn't match GetLineSpacingBaseHeight.

SAFETY FACTOR: unsafe, but necessary/exotic
This is a real edge case, and should generally
have minimal effect in a typical, reasonable document.
This fixes a bug, not a 'previous layout choice'.

In the worst case, it could easily be put behind a compat flag.
const IDocumentSettingAccess& rIDSA
= m_pInf->GetTextFrame()->GetDoc().getIDocumentSettingAccess();

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFootnote"
libreoffice,core~205670,7,2,3,"tdf#172169 sw line spacing: SwFootnotePortion != IsTextFrame

This odd bug is even seen prior to the 7.1 changes.

Since the footnote marker in the text run
is not considered to be IsTextFrame or InTextGrp,
it doesn't affect either LO or MSO line spacing
and thus should not set m_nLineSpacingBaseHeight.

I caught this when
make CppunitTest_sw_ooxmlexport16 \
CPPUNIT_TEST_NAME=testTdf141231_arabicHebrewNumbering
did not match a debug that walked through the portions
and found the highest value didn't match GetLineSpacingBaseHeight.

SAFETY FACTOR: unsafe, but necessary/exotic
This is a real edge case, and should generally
have minimal effect in a typical, reasonable document.
This fixes a bug, not a 'previous layout choice'.

In the worst case, it could easily be put behind a compat flag.
const IDocumentSettingAccess& rIDSA
= m_pInf->GetTextFrame()->GetDoc().getIDocumentSettingAccess();

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFootnote","tdf#172169 sw line spacing: SwFootnotePortion != IsTextFrame

This odd bug is even seen prior to the 7.1 changes.

Since the footnote marker in the text run
is not considered to be IsTextFrame or InTextGrp,
it doesn't affect either LO or MSO line spacing
and thus should not set m_nLineSpacingBaseHeight.
[I'm using terminology from later patches here^^^]

I caught this when
make CppunitTest_sw_ooxmlexport16 \
CPPUNIT_TEST_NAME=testTdf141231_arabicHebrewNumbering
a debug/sanity check walked through the portions
and found a highest value that didn't match GetLineSpacingBaseHeight.

SAFETY FACTOR: unsafe, but necessary/exotic
This is a real edge case, and should generally
have minimal effect in a typical, reasonable document.
This fixes a bug, not a 'previous layout choice'.

In the worst case, it could easily be put behind a compat flag.
const IDocumentSettingAccess& rIDSA
= m_pInf->GetTextFrame()->GetDoc().getIDocumentSettingAccess();

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFootnote"
libreoffice,core~205670,7,3,4,"tdf#172169 sw line spacing: SwFootnotePortion != IsTextFrame

This odd bug is even seen prior to the 7.1 changes.

Since the footnote marker in the text run
is not considered to be IsTextFrame or InTextGrp,
it doesn't affect either LO or MSO line spacing
and thus should not set m_nLineSpacingBaseHeight.
[I'm using terminology from later patches here^^^]

I caught this when
make CppunitTest_sw_ooxmlexport16 \
CPPUNIT_TEST_NAME=testTdf141231_arabicHebrewNumbering
a debug/sanity check walked through the portions
and found a highest value that didn't match GetLineSpacingBaseHeight.

SAFETY FACTOR: unsafe, but necessary/exotic
This is a real edge case, and should generally
have minimal effect in a typical, reasonable document.
This fixes a bug, not a 'previous layout choice'.

In the worst case, it could easily be put behind a compat flag.
const IDocumentSettingAccess& rIDSA
= m_pInf->GetTextFrame()->GetDoc().getIDocumentSettingAccess();

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFootnote","tdf#172169 sw line spacing: SwFootnotePortion != IsTextFrame

This odd bug is even seen prior to the 7.1 changes,
but it is clearly wrong given 7.1's TextPortions only...

Since the footnote marker in the text run
is not considered to be IsTextFrame or InTextGrp,
it doesn't affect either LO or MSO line spacing
and thus should not set LineSpacingBaseHeight.
[I'm using terminology from later patches here^^^]

I caught this when doing a
make CppunitTest_sw_ooxmlexport16 \
CPPUNIT_TEST_NAME=testTdf141231_arabicHebrewNumbering
where a debug/sanity check walked through the portions
and found a highest value that didn't match GetLineSpacingBaseHeight.

IIUC, on a final run of the line
(after a prior run had already determined the final line height)
it was taking that finalized line height [rInf.GetTextHeight()]
and applying it to LineSpacingBaseHeight.

SAFETY FACTOR: unsafe, but necessary/exotic
This is a real edge case, and should generally
have minimal effect in a typical, reasonable document.
This fixes a bug, not a 'previous layout choice'.

In the worst case, it could easily be put behind a compat flag.
const IDocumentSettingAccess& rIDSA
= m_pInf->GetTextFrame()->GetDoc().getIDocumentSettingAccess();

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFootnote"
libreoffice,core~205234,12,1,2,"tdf# sw MaxAscentDescent: ignore PostItsPortion

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

passed a make sw.check.","tdf# sw MaxAscentDescent: ignore PostItsPortion

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment"
libreoffice,core~205234,12,2,3,"tdf# sw MaxAscentDescent: ignore PostItsPortion

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment","tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an Inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment"
libreoffice,core~205234,12,6,7,"tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an Inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment","tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an Inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

SAFETY FACTOR: irrelevant
This will affect older ODT files,
because it is a bug that is being fixed.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment"
libreoffice,core~205234,12,7,8,"tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an Inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

SAFETY FACTOR: irrelevant
This will affect older ODT files,
because it is a bug that is being fixed.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment","tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an Inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

SAFETY FACTOR: unsafe, but necessary
This could affect older ODT files,
because it is a bug that is being fixed.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment"
libreoffice,core~205234,12,8,9,"tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an Inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

SAFETY FACTOR: unsafe, but necessary
This could affect older ODT files,
because it is a bug that is being fixed.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment","tdf#172113 sw MaxAscentDescent: ignore PostItsPortion

This fixes an inherited-from-OOo bug for ODT and DOC/X.

If the only thing on a line is a comment,
then don't set the MaxAscentDescent to 1.

Instead, it should remain at zero
so that things like CalcHeightOfLastLine
use the font metrics to calculate a reasonable height.

SAFETY FACTOR: unsafe, but necessary
This could affect older ODT files,
because it is a bug that is being fixed.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingComment"
libreoffice,core~206947,9,1,2,"sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map override after cSld. PowerPoint writes an inherited master colour mapping for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover this with the existing tdf131554 PPTX round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the unpatched export failed to open in Keynote, while the patched export opened successfully.","sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour mapping
for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully."
libreoffice,core~206947,9,2,3,"sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour mapping
for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully.","sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour
mapping for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX (this is my pptx test file)
round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully."
libreoffice,core~206947,9,3,4,"sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour
mapping for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX (this is my pptx test file)
round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully.","sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour
mapping for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX
round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully."
libreoffice,core~206947,9,4,5,"sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour
mapping for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX
round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully.","sd: export notes slide colour mapping to PPTX

Keynote rejects PPTX files where notesSlide parts omit the colour map
override after cSld. PowerPoint writes an inherited master colour
mapping for these parts.

Emit p:clrMapOvr/a:masterClrMapping for exported notes slides and cover
this with the existing tdf131554 PPTX round-trip test.

Verified by exporting tdf131554.pptx before and after the change: the
unpatched export failed to open in Keynote, while the patched export
opened successfully."
libreoffice,core~207157,2,1,2,"Fetch extension preview images in parallel

The Extensions dialog was downloading preview images one at a time inside
SearchAndParseThread, making the dialog populate slowly.

Use ImageFetchTask and dispatch one task per extension to the shared thread pool.
Search() now collects the extensions, waits for all downloads to complete,
then updates the UI in a single serialized pass under SolarMutexGuard.

I tried to follow the same pattern as GraphicFilter::ImportGraphics() in
vcl/source/filter/graphicfilter.cxx.","Fetch extension preview images in parallel

The Extensions dialog was downloading preview images one at a time
inside SearchAndParseThread, making the dialog populate slowly.

Use ImageFetchTask and dispatch one task per extension to the shared
thread pool. Search() now collects the extensions, waits for all
downloads to complete, then updates the UI in a single serialized pass
under SolarMutexGuard.

I tried to follow the same pattern as GraphicFilter::ImportGraphics() in
vcl/source/filter/graphicfilter.cxx."
libreoffice,core~207017,4,2,3,"tdf#172513 ko char conv: Preserve char represented by >1 UTF-16 code unit

In order to represent the (codepoint of a) Unicode character
in UTF-16, multiple UTF-16 code units may be needed.

So far, the Korean Hangul/Hanja character conversion
was assuming that each Unicode character was only
cosnisting of a single UTF-16 code unit, and splitting
into single sal_Unicode characters accordingly in
TextConversion_ko::getCharConversions.

This breaks for characters represented by multiple
code units, like ""𡽜"" (CJK Unified Ideograph [1],
unicode codepoint: 139100/U+21F5C) which is represented
by 2 UTF-16 code units.

As a consequence, an invalid OUString/UTF-16 string would
be passed to HangulHanjaConversionDialog::SetCurrentString
for some of the suggestions.

Fix this by no longer splitting into single sal_Unicode,
but use OUString::iterateCodePoints to split into actual
code points.

Example: When using ""Tools"" -> ""Language"" ->
""Hangul/Hanja Conversion..."" for a Korean text of
""한글맞춤법"", the string of all characters for potential
conversions in TextConversion_ko::getCharConversions is:
""韓漢寒限閑恨旱汗翰邯罕悍澣閒瀚桿捍閈暵鼾犴僩嫺熯嫻駻鷳扞狠僴覵瞷猂邗骭撊鷴垾憪橌㸁䛞䦘闲鹇娴汉焊闬韩仠佷傼兯哻娨嫨屽晘橺浫澖皔蓒蔊蛝螒豻貋釬銲雗鶾鷼麲㒏㛠㡾㢨㪋㯗㲦㵄䁂䂅䈨䉯䍐䍑䎯䏷䓍䓳䕿䗙䥜䦥䮧𡽜忓""

Previously, the last 3 of them (""䮧𡽜忓"") would incorrectly be
split into (stdout output, showing something is wrong):
""䮧"", "" "" (something wrong, but a valid UTF-16 string), ""?"" (wrong, and invalid UTF-16 string), ""忓""

With the fix in place, they remain intact:
""䮧"", ""𡽜"", ""忓""

Add a corresponding test case.
While the fix is in i18npool, the new test is implemented
in editeng, where the HangulHanjaConversion class uses
the i18npool logic via a UNO service.
The test is implemented there because the component context
availabe in i18npool doesn't supply the required service.
The same test implemented there would fail like this:

An uncaught UNO exception
- com.sun.star.uno.DeploymentException: {Message: ""component context fails to supply service com.sun.star.linguistic2.ConversionDictionaryList of type com.sun.star.linguistic2.XConversionDictionaryList at /home/michi/development/git/libreoffice/workdir/UnoApiHeadersTarget/offapi/normal/com/sun/star/linguistic2/ConversionDictionaryList.hpp:45"", Context: @0x7fff17acecf0}

[1] https://codepoints.net/U+21F5C","tdf#172513 ko char conv: Preserve char represented by >1 UTF-16 code unit

In order to represent the (codepoint of a) Unicode character
in UTF-16, multiple UTF-16 code units may be needed.

So far, the Korean Hangul/Hanja character conversion
was assuming that each Unicode character was only
consisting of a single UTF-16 code unit, and splitting
into single sal_Unicode characters accordingly in
TextConversion_ko::getCharConversions.

This breaks for characters represented by multiple
code units, like ""𡽜"" (CJK Unified Ideograph [1],
unicode codepoint: 139100/U+21F5C) which is represented
by 2 UTF-16 code units.

As a consequence, an invalid OUString/UTF-16 string would
be passed to HangulHanjaConversionDialog::SetCurrentString
for some of the suggestions.

Fix this by no longer splitting into single sal_Unicode,
but use o3tl::iterateCodePoints to split into actual
code points.

Example: When using ""Tools"" -> ""Language"" ->
""Hangul/Hanja Conversion..."" for a Korean text of
""한글맞춤법"", the string of all characters for potential
conversions in TextConversion_ko::getCharConversions is:
""韓漢寒限閑恨旱汗翰邯罕悍澣閒瀚桿捍閈暵鼾犴僩嫺熯嫻駻鷳扞狠僴覵瞷猂邗骭撊鷴垾憪橌㸁䛞䦘闲鹇娴汉焊闬韩仠佷傼兯哻娨嫨屽晘橺浫澖皔蓒蔊蛝螒豻貋釬銲雗鶾鷼麲㒏㛠㡾㢨㪋㯗㲦㵄䁂䂅䈨䉯䍐䍑䎯䏷䓍䓳䕿䗙䥜䦥䮧𡽜忓""

Previously, the last 3 of them (""䮧𡽜忓"") would incorrectly be
split into (stdout output, showing something is wrong):
""䮧"", "" "" (something wrong, but a valid UTF-16 string), ""?"" (wrong, and invalid UTF-16 string), ""忓""

With the fix in place, they remain intact:
""䮧"", ""𡽜"", ""忓""

Also adjust HangulHanjaConversionDialog::OnSuggestionModified
accordingly to compare the number of code points the
string consists of, not the number of UTF-16 code units.
Otherwise, the ""Replace""/""Always Replace"" buttons in the
""Hangul/Hanja Conversion"" dialog would remain greyed
out for the above example when selecting the ""𡽜"" character
(that now correctly gets displayed with the fix in
TextConversion_ko::getCharConversions in place).
Thanks to Jonathan Clark for pointing out that additional
aspect in review!

Add a corresponding test case.
While the fix is in i18npool, the new test is implemented
in editeng, where the HangulHanjaConversion class uses
the i18npool logic via a UNO service.
The test is implemented there because the component context
availabe in i18npool doesn't supply the required service.
The same test implemented there would fail like this:

An uncaught UNO exception
- com.sun.star.uno.DeploymentException: {Message: ""component context fails to supply service com.sun.star.linguistic2.ConversionDictionaryList of type com.sun.star.linguistic2.XConversionDictionaryList at /home/michi/development/git/libreoffice/workdir/UnoApiHeadersTarget/offapi/normal/com/sun/star/linguistic2/ConversionDictionaryList.hpp:45"", Context: @0x7fff17acecf0}

[1] https://codepoints.net/U+21F5C"
libreoffice,core~206264,7,3,4,"Implemented callables as first-class objects in Calc formulas

Three types of callables are available:
* Built-in functions
tdf#164507 Add ETA-LAMBDA (“eta reduced lambda”) function to Calc
for interoperability with MS Excel
* External functions
* Macro functions","Implemented callables as first-class objects in Calc formulas

Three types of callables are available:

* Built-in functions
Add ETA-LAMBDA (“eta reduced lambda”) function to Calc
for interoperability with MS Excel (tdf#164507)

* External functions

* Macro functions"
